order,bytes_total,mean_recall,normalized_recall
sequential,0.0,0.0,0.0
sequential,306793440.0,0.0,0.0
sequential,608974416.0,0.017060000000000002,0.02040913984926427
sequential,1516021116.0,0.04612,0.05517406388323962
sequential,3022533108.0,0.09152,0.10948678071539658
sequential,4520869284.0,0.13654000000000002,0.1633448977150377
sequential,6019085112.0,0.18454,0.22076803445388207
sequential,9003777684.0,0.27605999999999997,0.33025481516927857
sequential,14943561236.0,0.44165999999999994,0.5283646369182916
sequential,20822749828.0,0.61144,0.731475056824979
sequential,21408453200.0,0.62738,0.7505443234836704
sequential,22280928828.0,0.6518,0.7797583442995575
sequential,23155504292.0,0.6763,0.8090680703433425
sequential,23738926356.0,0.69086,0.826486421820792
sequential,25190796388.0,0.7273,0.8700801531283646
sequential,26059112364.0,0.7512200000000001,0.8986960162698889
sequential,26636306176.0,0.76584,0.9161861466682617
sequential,27216732216.0,0.7788,0.9316903935877499
sequential,28084945404.0,0.7995,0.9564541213063764
sequential,29526065420.0,0.8359,1.0
in_degree,0.0,0.0,0.0
in_degree,308149644.0,0.008700000000000001,0.010407943533915541
in_degree,612476424.0,0.017220000000000003,0.020600550305060417
in_degree,1527314644.0,0.04382,0.05242253858117
in_degree,3047711852.0,0.08652,0.10350520397176696
in_degree,4558456816.0,0.12902,0.15434860629261873
in_degree,6067588052.0,0.17138,0.2050245244646489
in_degree,9070346264.0,0.25472,0.3047254456274674
in_degree,15030752624.0,0.42136,0.5040794353391554
in_degree,20907431060.0,0.59664,0.7137695896638353
in_degree,21490952524.0,0.6149,0.7356143079315708
in_degree,22358528648.0,0.6418799999999999,0.7678908960401961
in_degree,23229087848.0,0.66862,0.7998803684651274
in_degree,23808664372.0,0.68626,0.8209833712166527
in_degree,25251958460.0,0.72964,0.8728795310443833
in_degree,26113595556.0,0.7531200000000001,0.9009690154324682
in_degree,26685191572.0,0.7693800000000001,0.9204211030027516
in_degree,27257898396.0,0.7848200000000001,0.93889221198708
in_degree,28113880476.0,0.8074399999999999,0.9659528651752601
in_degree,29526065420.0,0.8359,1.0
hop_distance,0.0,0.0,0.0
hop_distance,305355048.0,0.00672,0.008039239143438211
hop_distance,606736704.0,0.014580000000000001,0.017442277784423976
hop_distance,1508322668.0,0.036340000000000004,0.04347409977270009
hop_distance,2984542008.0,0.07138,0.08539298959205646
hop_distance,4495309356.0,0.11868000000000002,0.1419787055867927
hop_distance,6000690552.0,0.16514,0.19755951668859914
hop_distance,8994971448.0,0.25736,0.30788371814810384
hop_distance,14947063948.0,0.4218,0.5046058140925949
hop_distance,20827015112.0,0.58478,0.6995812896279459
hop_distance,21411518892.0,0.60034,0.7181959564541213
hop_distance,22280573220.0,0.62254,0.7447541571958368
hop_distance,23151447252.0,0.6462,0.7730589783466922
hop_distance,23732790348.0,0.66036,0.7899988036846513
hop_distance,25181122060.0,0.6958200000000001,0.8324201459504726
hop_distance,26066877964.0,0.7274800000000001,0.8702954898911355
hop_distance,26650226524.0,0.7472200000000001,0.8939107548749852
hop_distance,27233113244.0,0.76646,0.9169278621844719
hop_distance,28098928008.0,0.79486,0.9509032180882881
hop_distance,29526065420.0,0.8359,1.0
traversal_frequency,0.0,0.0,0.0
traversal_frequency,298273376.0,0.007280000000000001,0.008709175738724729
traversal_frequency,592959756.0,0.02162,0.025864337839454483
traversal_frequency,1479431660.0,0.046779999999999995,0.055963632013398726
traversal_frequency,2957057288.0,0.08114,0.0970690273956215
traversal_frequency,4431213892.0,0.12696,0.15188419667424333
traversal_frequency,5908789556.0,0.17268000000000003,0.20657973441799263
traversal_frequency,8860767696.0,0.26572,0.3178849144634526
traversal_frequency,14764338096.0,0.44222,0.5290345735135782
traversal_frequency,20671324572.0,0.6058600000000001,0.7247996171790885
traversal_frequency,21262920288.0,0.6231399999999999,0.7454719464050723
traversal_frequency,22145415220.0,0.64762,0.774757746141883
traversal_frequency,23031244760.0,0.6711799999999999,0.8029429357578657
traversal_frequency,23623014884.0,0.6875600000000001,0.8225385811699965
traversal_frequency,25100532464.0,0.72424,0.8664194281612633
traversal_frequency,25986480284.0,0.7467,0.8932886708936476
traversal_frequency,26574908908.0,0.7633000000000001,0.913147505682498
traversal_frequency,27166578844.0,0.77816,0.9309247517645651
traversal_frequency,28052468836.0,0.80114,0.9584160784782869
traversal_frequency,29526065420.0,0.8359,1.0
random_avg,0.0,0.0,0.0
random_avg,297524592.8,0.0,0.0
random_avg,591702830.4,6.8e-05,8.134944371336284e-05
random_avg,1477637723.2,0.014128000000000002,0.01690154324679986
random_avg,2955359987.2,0.062268000000000004,0.07449216413446585
random_avg,4429692672.8,0.112212,0.1342409379112334
random_avg,5907361445.6,0.160952,0.19254934800813497
random_avg,8859301326.4,0.25596,0.30620887665988755
random_avg,14763294460.0,0.4354760000000001,0.5209666228017706
random_avg,20670605298.4,0.602408,0.7206699365952866
random_avg,21262343816.0,0.6181760000000001,0.739533437013997
random_avg,22144956161.6,0.642284,0.7683742074410814
random_avg,23030887720.0,0.665976,0.7967173106830961
random_avg,23622637463.2,0.6822320000000002,0.816164612991985
random_avg,25100253796.0,0.721456,0.8630888862304104
random_avg,25986226200.8,0.745588,0.8919583682258644
random_avg,26574621036.8,0.760764,0.9101136499581289
random_avg,27166364200.0,0.77576,0.928053594927623
random_avg,28052337080.0,0.798544,0.9553104438329945
random_avg,29526065420.0,0.8359,1.0
